REF_DATE,GEO,DGUID,Farm type,Program payments and market income,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2014,British Columbia,2016A000259,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310854,11.5.3,3990.0,,,,0
2014,British Columbia,2016A000259,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310855,11.6.1,16483.0,C,,,0
2014,British Columbia,2016A000259,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310856,11.6.2,157791.0,,,,0
2014,British Columbia,2016A000259,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310857,11.6.3,75331.0,,,,0
2014,British Columbia,2016A000259,Other crop farming,Net program payments,Dollars,81,units ,0,v52310858,11.7.1,866.0,C,,,0
2014,British Columbia,2016A000259,Other crop farming,Net market income,Dollars,81,units ,0,v52310859,11.7.2,15781.0,,,,0
2014,British Columbia,2016A000259,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310860,11.7.3,3152.0,,,,0
2014,British Columbia,2016A000259,Animal production,Net program payments,Dollars,81,units ,0,v52310861,11.8.1,2201.0,B,,,0
2014,British Columbia,2016A000259,Animal production,Net market income,Dollars,81,units ,0,v52310862,11.8.2,64373.0,,,,0
2014,British Columbia,2016A000259,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310863,11.8.3,32832.0,,,,0
2014,British Columbia,2016A000259,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310864,11.9.1,1113.0,B,,,0
2014,British Columbia,2016A000259,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310865,11.9.2,30881.0,,,,0
2014,British Columbia,2016A000259,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310866,11.9.3,13302.0,,,,0
2014,British Columbia,2016A000259,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310867,11.10.1,5210.0,D,,,0
2014,British Columbia,2016A000259,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310868,11.10.2,262368.0,,,,0
2014,British Columbia,2016A000259,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310869,11.10.3,139773.0,,,,0
2014,British Columbia,2016A000259,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310870,11.11.1,22390.0,E,,,0
2014,British Columbia,2016A000259,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310871,11.11.2,26062.0,E,,,0
2014,British Columbia,2016A000259,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310872,11.11.3,-18329.0,E,,,0
2014,British Columbia,2016A000259,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310873,11.12.1,3512.0,D,,,0
2014,British Columbia,2016A000259,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310874,11.12.2,117646.0,,,,0
2014,British Columbia,2016A000259,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310875,11.12.3,74285.0,,,,0
2014,British Columbia,2016A000259,Other animal production,Net program payments,Dollars,81,units ,0,v52310876,11.13.1,,F,,,0
2014,British Columbia,2016A000259,Other animal production,Net market income,Dollars,81,units ,0,v52310877,11.13.2,,F,,,0
2014,British Columbia,2016A000259,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310878,11.13.3,,F,,,0
